2026-06-03 19:34:12.396 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:20.573 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:20.663 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:21.587 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:21.696 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:22.615 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:22.722 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:23.145 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:34:23.145 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:34:23.147 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:34:23.635 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:23.740 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:24.645 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:24.771 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:25.672 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:25.800 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:26.155 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:34:26.177 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:34:26.178 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:34:26.681 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:26.821 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:27.716 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:27.851 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:28.738 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:28.877 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:29.208 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:34:29.209 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:34:29.215 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:34:29.766 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:29.905 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:30.784 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:30.925 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:31.809 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:31.964 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:32.268 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:34:32.270 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:34:32.271 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:34:32.827 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:32.990 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:33.850 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:34.022 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:34.880 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:35.049 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:35.325 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:34:35.326 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:34:35.327 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:34:35.895 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:36.082 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:36.925 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:37.111 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:37.960 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:38.146 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:38.382 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:34:38.383 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:34:38.384 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:34:38.995 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:39.169 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:40.018 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:40.181 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:41.048 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:41.212 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:41.443 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:34:41.444 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:34:41.446 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:34:42.059 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:42.230 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:43.079 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:43.249 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:44.111 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:44.262 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:44.504 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:34:44.506 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:34:44.506 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:34:45.122 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:45.285 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:46.140 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:46.312 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:47.159 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:47.331 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:47.563 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:34:47.564 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:34:47.565 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:34:48.179 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:48.366 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:49.203 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:49.390 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:50.218 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:50.415 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:50.581 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:34:50.582 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:34:50.592 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:34:51.233 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:51.439 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:52.256 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:52.453 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:53.276 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:53.483 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:53.626 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:34:53.627 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:34:53.627 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:34:54.294 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:54.495 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:55.304 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:55.506 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:56.334 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:56.537 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:56.673 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:34:56.676 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:34:56.678 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:34:57.355 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:57.557 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:58.377 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:58.595 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:59.405 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:59.629 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:34:59.715 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:34:59.716 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:34:59.716 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:35:00.429 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:00.663 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:01.454 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:01.697 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:02.475 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:02.724 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:02.756 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:35:02.757 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:35:02.758 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:35:03.498 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:03.750 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:04.516 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:04.764 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:05.536 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:05.786 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:05.822 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:35:05.825 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:35:05.827 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:35:06.569 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:06.822 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:07.597 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:07.855 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:08.629 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:08.871 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:35:08.873 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:35:08.874 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:35:08.879 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:09.667 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:09.916 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:10.683 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:10.948 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:11.707 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:11.922 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:35:11.924 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:35:11.924 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:35:11.964 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:12.738 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:12.986 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:13.772 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:14.020 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:14.809 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:14.953 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:35:14.954 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:35:14.964 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:35:15.057 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:15.836 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:16.085 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:16.862 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:17.124 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:17.896 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:18.012 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:35:18.013 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:35:18.015 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:35:18.127 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:18.923 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:19.155 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:19.932 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:20.179 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:20.956 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:21.046 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:35:21.064 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:35:21.065 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:35:21.216 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:21.987 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:22.246 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:23.017 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:23.271 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:24.055 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:24.087 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:35:24.089 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:35:24.104 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:35:24.300 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:25.072 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:25.300 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:26.110 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:26.311 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:27.124 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:27.135 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:35:27.136 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:35:27.151 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:35:27.331 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:28.148 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:28.366 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:29.172 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:29.396 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:30.172 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:35:30.173 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:35:30.183 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:35:30.189 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:30.414 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:31.204 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:31.437 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:32.216 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:32.449 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:33.222 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:35:33.224 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:35:33.224 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:35:33.234 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:33.472 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:34.263 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:34.505 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:35.277 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:35.522 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:36.253 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:35:36.260 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:35:36.261 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:35:36.292 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:36.530 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:37.309 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:37.544 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:38.332 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:38.561 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:39.322 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:35:39.324 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:35:39.325 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:35:39.339 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:39.587 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:40.363 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:40.612 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:41.397 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:41.646 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:42.372 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:35:42.373 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:35:42.374 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:35:42.427 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:42.683 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:43.455 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:43.687 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:44.461 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:44.709 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:45.408 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:35:45.409 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:35:45.410 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:35:45.481 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:45.727 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:46.501 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:46.765 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:47.539 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:47.774 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-03 19:35:48.438 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:35:48.439 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:35:48.439 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-03 19:35:48.566 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
