2026-04-13 11:04:22.079 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:04:33.399 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:04:34.275 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:04:34.276 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:04:34.277 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:04:34.278 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:04:34.280 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:04:34.281 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:04:34.414 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:04:35.423 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:04:36.439 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:04:37.326 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:04:37.327 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:04:37.328 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:04:37.330 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:04:37.330 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:04:37.330 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:04:37.451 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:04:38.465 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:04:39.479 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:04:40.377 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:04:40.378 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:04:40.379 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:04:40.379 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:04:40.380 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:04:40.381 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:04:40.494 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:04:41.521 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:04:42.547 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:04:43.435 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:04:43.435 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:04:43.437 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:04:43.437 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:04:43.438 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:04:43.438 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:04:43.586 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:04:44.592 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:04:45.611 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:04:46.470 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:04:46.470 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:04:46.471 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:04:46.487 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:04:46.488 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:04:46.488 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:04:46.635 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:04:47.663 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:04:48.685 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:04:49.542 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:04:49.543 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:04:49.546 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:04:49.547 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:04:49.548 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:04:49.548 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:04:49.705 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:04:50.732 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:04:51.756 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:04:52.611 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:04:52.612 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:04:52.613 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:04:52.614 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:04:52.615 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:04:52.616 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:04:52.775 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:04:53.803 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:04:54.831 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:04:55.651 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:04:55.653 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:04:55.653 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:04:55.653 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:04:55.654 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:04:55.654 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:04:55.863 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:04:56.878 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:04:57.890 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:04:58.725 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:04:58.726 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:04:58.727 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:04:58.728 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:04:58.728 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:04:58.729 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:04:58.908 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:04:59.938 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:05:00.950 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:05:01.810 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:01.811 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:01.814 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:01.815 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:01.817 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:01.818 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:01.965 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:05:02.982 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:05:04.006 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:05:04.873 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:04.874 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:04.876 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:04.877 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:04.878 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:04.879 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:05.020 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:05:06.032 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:05:07.055 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:05:07.921 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:07.922 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:07.923 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:07.940 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:07.941 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:07.941 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:08.084 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:05:09.104 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:05:10.118 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:05:10.991 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:10.992 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:10.993 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:10.994 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:10.995 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:10.996 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:11.131 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:05:12.146 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:05:13.170 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:05:14.061 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:14.061 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:14.062 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:14.063 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:14.063 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:14.063 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:14.195 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:05:15.230 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:05:16.243 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:05:17.093 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:17.093 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:17.094 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:17.094 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:17.105 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:17.105 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:17.271 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:05:18.291 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:05:19.302 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:05:20.181 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:20.184 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:20.187 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:20.189 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:20.212 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:20.213 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:20.333 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:05:21.349 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:05:22.376 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:05:23.291 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:23.293 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:23.294 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:23.295 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:23.296 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:23.297 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:23.399 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:05:24.425 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:05:25.425 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:05:26.313 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:26.315 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:26.348 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:26.350 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:26.350 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:26.351 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:26.435 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:05:27.455 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:05:28.480 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:05:29.379 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:29.381 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:29.401 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:29.402 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:29.402 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:29.403 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:29.500 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:05:30.513 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:05:31.537 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:05:32.467 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:32.467 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:32.469 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:32.470 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:32.470 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:32.471 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:32.556 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:05:33.580 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:05:34.608 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:05:35.518 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:35.519 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:35.531 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:35.532 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:35.533 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:35.534 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:35.636 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:05:36.667 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:05:37.688 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:05:38.590 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:38.591 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:38.593 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:38.594 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:38.595 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:38.595 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:38.712 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:05:39.743 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:05:40.764 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:05:41.629 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:41.642 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:41.643 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:41.644 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:41.645 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:41.645 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:41.768 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:05:42.783 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:05:43.792 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:05:44.686 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:44.687 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:44.694 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:44.695 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:44.695 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:44.696 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:44.813 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:05:45.826 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:05:46.841 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:05:47.769 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:47.770 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:47.771 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:47.773 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:47.774 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:47.775 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:47.866 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:05:48.892 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:05:49.906 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-04-13 11:05:50.862 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-04-13 11:05:50.863 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
