2026-05-29 10:48:37.199 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:11.980 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:49:11.981 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:49:11.982 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:49:12.044 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:12.060 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:13.061 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:13.079 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:14.087 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:14.087 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:15.035 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:49:15.036 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:49:15.037 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:49:15.114 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:15.115 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:16.145 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:16.145 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:17.172 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:17.191 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:18.064 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:49:18.064 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:49:18.065 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:49:18.214 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:18.229 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:19.237 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:19.251 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:20.249 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:20.267 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:21.111 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:49:21.113 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:49:21.117 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:49:21.288 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:21.306 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:22.294 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:22.326 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:23.307 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:23.338 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:24.160 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:49:24.161 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:49:24.162 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:49:24.314 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:24.345 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:25.324 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:25.356 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:26.341 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:26.373 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:27.191 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:49:27.192 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:49:27.193 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:49:27.349 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:27.378 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:28.366 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:28.392 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:29.387 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:29.402 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:30.229 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:49:30.230 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:49:30.230 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:49:30.408 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:30.423 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:31.428 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:31.444 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:32.460 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:32.478 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:33.266 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:49:33.268 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:49:33.269 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:49:33.482 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:33.500 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:34.493 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:34.510 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:35.526 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:35.542 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:36.302 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:49:36.303 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:49:36.303 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:49:36.536 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:36.554 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:37.564 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:37.578 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:38.575 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:38.608 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:39.313 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:49:39.344 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:49:39.346 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:49:39.595 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:39.610 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:40.625 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:40.643 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:41.641 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:41.671 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:42.352 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:49:42.355 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:49:42.369 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:49:42.660 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:42.691 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:43.676 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:43.707 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:44.718 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:44.735 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:45.398 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:49:45.399 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:49:45.400 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:49:45.745 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:45.759 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:46.760 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:46.775 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:47.793 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:47.795 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:48.444 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:49:48.446 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:49:48.447 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:49:48.816 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:48.817 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:49.858 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:49.859 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:50.908 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:50.909 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:51.495 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:49:51.497 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:49:51.498 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:49:51.933 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:51.933 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:52.959 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:52.960 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:53.977 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:53.979 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:54.526 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:49:54.528 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:49:54.543 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:49:54.987 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:55.003 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:56.008 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:56.029 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:57.049 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:57.050 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:57.548 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:49:57.549 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:49:57.549 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:49:58.080 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:58.080 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:59.089 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:49:59.090 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:50:00.107 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:50:00.108 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:50:00.587 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:50:00.589 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:50:00.590 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:50:01.146 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:50:01.147 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:50:02.173 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:50:02.174 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:50:03.214 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:50:03.215 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:50:03.607 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:50:03.608 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:50:03.608 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:50:04.231 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:50:04.231 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:50:05.240 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:50:05.241 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:50:06.256 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:50:06.275 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:50:06.661 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:50:06.663 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:50:06.664 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:50:07.279 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:50:07.300 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:50:08.292 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:50:08.323 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:50:09.300 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:50:09.331 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:50:09.703 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:50:09.704 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:50:09.705 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:50:10.295 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:50:10.341 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:50:11.311 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:50:11.357 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:50:12.332 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:50:12.377 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-29 10:50:12.739 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:50:12.741 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-29 10:50:12.742 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
