2026-06-14 23:38:38.207 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:40:20.974 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:40:22.016 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:40:22.183 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-14 23:40:23.031 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:40:24.048 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:40:25.069 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:40:25.207 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-14 23:40:26.091 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:40:27.119 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:40:28.122 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:40:28.233 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-14 23:40:29.150 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:40:30.155 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:40:31.179 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:40:31.259 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-14 23:40:32.195 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:40:33.191 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:40:34.210 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:40:34.270 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-14 23:40:35.216 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:40:36.227 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:40:37.253 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:40:37.293 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-14 23:40:38.271 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:40:39.291 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:40:40.285 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:40:40.303 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-14 23:40:41.297 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:40:42.315 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:40:43.320 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-14 23:40:43.340 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:40:44.347 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:40:45.363 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:40:46.345 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-14 23:40:46.386 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:40:47.397 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:40:48.410 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:40:49.370 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-14 23:40:49.431 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:40:50.427 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:40:51.449 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:40:52.395 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-14 23:40:52.455 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:40:53.475 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:40:54.502 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:40:55.432 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-14 23:40:55.529 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:40:56.538 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:40:57.542 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:40:58.442 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-14 23:40:58.553 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:40:59.564 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:00.591 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:01.472 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-14 23:41:01.603 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:02.608 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:03.628 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:04.492 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-14 23:41:04.639 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:05.647 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:06.653 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:07.507 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-14 23:41:07.666 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:08.677 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:09.687 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:10.518 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-14 23:41:10.692 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:11.709 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:12.704 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:13.531 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-14 23:41:13.719 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:14.725 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:15.740 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:16.555 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-14 23:41:16.750 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:17.762 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:18.778 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:19.579 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-14 23:41:19.803 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:20.814 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:21.835 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:22.606 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-14 23:41:22.851 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:23.866 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:24.865 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:25.618 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-14 23:41:25.886 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:26.911 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:27.930 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:28.644 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-14 23:41:28.970 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:29.980 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:30.993 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:31.670 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-14 23:41:32.019 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:33.029 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:34.056 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:34.686 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-14 23:41:35.078 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:36.104 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:37.105 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:37.707 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-14 23:41:38.119 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:39.137 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:40.146 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:40.732 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-14 23:41:41.149 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:42.179 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:43.180 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:43.754 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-14 23:41:44.206 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:45.206 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:46.214 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:46.786 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-14 23:41:47.242 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:48.238 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:49.268 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:49.831 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-14 23:41:50.292 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:51.317 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:52.324 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:52.857 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-14 23:41:53.340 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:54.355 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:55.352 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:55.885 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-14 23:41:56.350 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:57.365 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:58.397 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:41:58.906 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-14 23:41:59.403 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:42:00.413 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:42:01.440 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:42:01.936 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-14 23:42:02.437 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:42:03.454 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:42:04.467 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:42:04.943 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-14 23:42:05.482 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:42:06.509 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:42:07.522 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:42:07.955 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-14 23:42:08.545 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:42:09.555 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:42:10.570 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:42:10.975 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-14 23:42:11.603 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:42:12.616 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:42:13.632 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:42:13.991 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-14 23:42:14.647 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:42:15.685 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:42:16.714 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-14 23:42:17.005 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-14 23:42:17.721 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
