2026-06-04 23:45:33.695 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:46:31.091 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:46:32.117 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:46:33.147 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:46:33.794 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:46:33.796 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:46:34.192 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:46:35.207 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:46:36.230 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:46:36.830 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:46:36.832 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:46:37.254 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:46:38.273 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:46:39.293 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:46:39.860 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:46:39.862 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:46:40.321 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:46:41.349 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:46:42.368 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:46:42.900 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:46:42.901 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:46:43.394 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:46:44.400 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:46:45.438 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:46:45.945 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:46:45.946 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:46:46.465 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:46:47.493 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:46:48.524 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:46:48.983 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:46:48.986 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:46:49.533 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:46:50.558 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:46:51.582 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:46:52.028 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:46:52.029 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:46:52.590 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:46:53.620 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:46:54.639 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:46:55.067 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:46:55.069 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:46:55.660 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:46:56.677 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:46:57.716 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:46:58.109 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:46:58.110 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:46:58.735 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:46:59.751 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:00.768 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:01.162 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:47:01.165 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:47:01.777 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:02.809 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:03.835 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:04.191 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:47:04.203 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:47:04.868 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:05.900 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:06.936 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:07.232 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:47:07.233 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:47:07.962 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:09.001 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:10.016 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:10.276 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:47:10.278 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:47:11.041 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:12.073 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:13.103 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:13.322 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:47:13.323 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:47:14.129 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:15.151 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:16.191 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:16.358 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:47:16.359 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:47:17.210 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:18.227 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:19.253 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:19.410 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:47:19.411 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:47:20.268 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:21.295 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:22.321 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:22.433 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:47:22.434 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:47:23.345 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:24.358 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:25.391 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:25.463 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:47:25.465 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:47:26.416 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:27.449 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:28.474 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:28.513 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:47:28.515 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:47:29.479 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:30.505 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:31.514 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:31.552 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:47:31.555 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:47:32.523 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:33.538 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:34.543 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:34.591 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:47:34.592 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:47:35.568 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:36.587 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:37.618 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:47:37.627 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:47:37.635 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:38.666 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:39.708 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:40.672 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:47:40.675 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:47:40.738 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:41.757 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:42.794 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:43.705 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:47:43.707 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:47:43.823 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:44.850 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:45.884 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:46.739 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:47:46.740 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:47:46.924 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:47.943 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:48.975 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:49.777 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:47:49.779 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:47:50.003 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:51.025 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:52.054 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:52.827 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:47:52.828 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:47:53.085 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:54.121 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:55.157 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:55.876 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:47:55.878 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:47:56.175 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:57.183 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:58.216 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:47:58.894 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:47:58.919 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:47:59.246 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:48:00.271 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:48:01.303 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:48:01.921 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:48:01.948 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:48:02.322 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:48:03.353 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:48:04.373 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:48:04.941 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:48:04.957 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:48:05.393 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:48:06.413 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:48:07.451 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:48:07.983 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:48:07.985 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:48:08.478 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:48:09.507 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:48:10.531 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:48:11.038 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:48:11.039 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:48:11.540 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:48:12.569 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:48:13.605 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:48:14.071 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:48:14.071 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:48:14.625 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:48:15.647 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:48:16.685 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:48:17.103 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:48:17.104 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:48:17.715 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:48:18.740 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:48:19.777 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:48:20.155 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:48:20.157 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:48:20.806 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:48:21.838 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:48:22.872 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:48:23.195 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:48:23.196 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-04 23:48:23.897 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-04 23:48:24.929 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
